rodada,algoritmo,RMSE
11,alpha0.5---w-1-0-2,0.78099
12,alpha0.5---w-1-0-2,0.7737
13,alpha0.5---w-1-0-2,0.77707
14,alpha0.5---w-1-0-2,0.77529
15,alpha0.5---w-1-0-2,0.77019
16,alpha0.5---w-1-0-2,0.7743
17,alpha0.5---w-1-0-2,0.77821
18,alpha0.5---w-1-0-2,0.7719
19,alpha0.5---w-1-0-2,0.77273
20,alpha0.5---w-1-0-2,0.77099
21,alpha0.5---w-1-0-2,0.77172
22,alpha0.5---w-1-0-2,0.77888
23,alpha0.5---w-1-0-2,0.77498
24,alpha0.5---w-1-0-2,0.77892
25,alpha0.5---w-1-0-2,0.7799
26,alpha0.5---w-1-0-2,0.76958
27,alpha0.5---w-1-0-2,0.77488
28,alpha0.5---w-1-0-2,0.76887
29,alpha0.5---w-1-0-2,0.7763
30,alpha0.5---w-1-0-2,0.77055
1,alpha0.5---w-0-2-1,0.77592
2,alpha0.5---w-1-1-1,0.76949
3,alpha0.5---w-1-1-1,0.77038
4,alpha0.5---w-1-1-1,0.76765
5,alpha0.5---w-1-1-1,0.77556
6,alpha0.5---w-1-1-1,0.76828
7,alpha0.5---w-1-1-1,0.77403
8,alpha0.5---w-1-1-1,0.76845
9,alpha0.5---w-1-1-1,0.77843
10,alpha0.5---w-1-1-1,0.77098
11,alpha0.5---w-1-1-1,0.77954
12,alpha0.5---w-1-1-1,0.77239
13,alpha0.5---w-1-1-1,0.77591
14,alpha0.5---w-1-1-1,0.774
15,alpha0.5---w-1-1-1,0.76912
16,alpha0.5---w-1-1-1,0.77302
17,alpha0.5---w-1-1-1,0.77725
18,alpha0.5---w-1-1-1,0.77041
19,alpha0.5---w-1-1-1,0.77132
20,alpha0.5---w-1-1-1,0.7696
21,alpha0.5---w-1-1-1,0.77042
22,alpha0.5---w-1-1-1,0.77762
23,alpha0.5---w-1-1-1,0.77411
24,alpha0.5---w-1-1-1,0.77767
25,alpha0.5---w-1-1-1,0.77853
26,alpha0.5---w-1-1-1,0.7684
27,alpha0.5---w-1-1-1,0.77397
28,alpha0.5---w-1-1-1,0.76747
29,alpha0.5---w-1-1-1,0.77501
30,alpha0.5---w-1-1-1,0.76933
1,alpha0.5---w-1-0-1,0.77594
2,alpha0.5---w-1-2-0,0.77021
3,alpha0.5---w-1-2-0,0.77103
4,alpha0.5---w-1-2-0,0.76865
5,alpha0.5---w-1-2-0,0.77651
6,alpha0.5---w-1-2-0,0.76932
7,alpha0.5---w-1-2-0,0.77482
8,alpha0.5---w-1-2-0,0.76978
9,alpha0.5---w-1-2-0,0.77953
10,alpha0.5---w-1-2-0,0.77173
11,alpha0.5---w-1-2-0,0.78022
12,alpha0.5---w-1-2-0,0.77331
13,alpha0.5---w-1-2-0,0.77695
14,alpha0.5---w-1-2-0,0.77481
15,alpha0.5---w-1-2-0,0.77013
16,alpha0.5---w-1-2-0,0.77386
17,alpha0.5---w-1-2-0,0.77857
18,alpha0.5---w-1-2-0,0.77117
19,alpha0.5---w-1-2-0,0.77207
20,alpha0.5---w-1-2-0,0.77043
21,alpha0.5---w-1-2-0,0.77128
22,alpha0.5---w-1-2-0,0.77857
23,alpha0.5---w-1-2-0,0.77535
24,alpha0.5---w-1-2-0,0.7785
25,alpha0.5---w-1-2-0,0.77922
26,alpha0.5---w-1-2-0,0.76938
27,alpha0.5---w-1-2-0,0.7752
28,alpha0.5---w-1-2-0,0.76826
29,alpha0.5---w-1-2-0,0.77577
30,alpha0.5---w-1-2-0,0.77038
1,alpha0.5---w-1-0-2,0.77654
2,alpha0.5---w-2-0-1,0.77057
3,alpha0.5---w-2-0-1,0.77137
4,alpha0.5---w-2-0-1,0.76815
5,alpha0.5---w-2-0-1,0.77646
6,alpha0.5---w-2-0-1,0.76917
7,alpha0.5---w-2-0-1,0.77492
8,alpha0.5---w-2-0-1,0.76899
9,alpha0.5---w-2-0-1,0.77907
10,alpha0.5---w-2-0-1,0.77188
11,alpha0.5---w-2-0-1,0.78046
12,alpha0.5---w-2-0-1,0.77305
13,alpha0.5---w-2-0-1,0.77716
14,alpha0.5---w-2-0-1,0.77489
15,alpha0.5---w-2-0-1,0.76981
16,alpha0.5---w-2-0-1,0.77406
17,alpha0.5---w-2-0-1,0.77793
18,alpha0.5---w-2-0-1,0.77145
19,alpha0.5---w-2-0-1,0.77237
20,alpha0.5---w-2-0-1,0.77044
21,alpha0.5---w-2-0-1,0.77149
22,alpha0.5---w-2-0-1,0.7783
23,alpha0.5---w-2-0-1,0.77499
24,alpha0.5---w-2-0-1,0.77871
25,alpha0.5---w-2-0-1,0.77951
26,alpha0.5---w-2-0-1,0.76929
27,alpha0.5---w-2-0-1,0.7748
28,alpha0.5---w-2-0-1,0.76828
29,alpha0.5---w-2-0-1,0.77586
30,alpha0.5---w-2-0-1,0.77041
1,alpha0.5---w-1-1-0,0.77572
2,alpha0.5---w-2-1-0,0.77044
3,alpha0.5---w-2-1-0,0.77126
4,alpha0.5---w-2-1-0,0.76839
5,alpha0.5---w-2-1-0,0.77663
6,alpha0.5---w-2-1-0,0.76932
7,alpha0.5---w-2-1-0,0.7749
8,alpha0.5---w-2-1-0,0.76951
9,alpha0.5---w-2-1-0,0.77932
10,alpha0.5---w-2-1-0,0.77184
11,alpha0.5---w-2-1-0,0.78035
12,alpha0.5---w-2-1-0,0.77311
13,alpha0.5---w-2-1-0,0.7774
14,alpha0.5---w-2-1-0,0.77497
15,alpha0.5---w-2-1-0,0.77002
16,alpha0.5---w-2-1-0,0.77405
17,alpha0.5---w-2-1-0,0.77837
18,alpha0.5---w-2-1-0,0.77135
19,alpha0.5---w-2-1-0,0.77229
20,alpha0.5---w-2-1-0,0.7705
21,alpha0.5---w-2-1-0,0.77159
22,alpha0.5---w-2-1-0,0.77842
23,alpha0.5---w-2-1-0,0.77547
24,alpha0.5---w-2-1-0,0.77878
25,alpha0.5---w-2-1-0,0.77951
26,alpha0.5---w-2-1-0,0.7694
27,alpha0.5---w-2-1-0,0.7753
28,alpha0.5---w-2-1-0,0.76822
29,alpha0.5---w-2-1-0,0.77587
30,alpha0.5---w-2-1-0,0.7707
1,alpha0.5---w-1-1-1,0.77514
2,alpha0.5---w-0-1-1,0.77013
3,alpha0.5---w-0-1-1,0.77098
4,alpha0.5---w-0-1-1,0.76861
5,alpha0.5---w-0-1-1,0.77616
6,alpha0.5---w-0-1-1,0.76892
7,alpha0.5---w-0-1-1,0.77485
8,alpha0.5---w-0-1-1,0.76921
9,alpha0.5---w-0-1-1,0.77921
10,alpha0.5---w-0-1-1,0.77165
11,alpha0.5---w-0-1-1,0.78014
12,alpha0.5---w-0-1-1,0.7733
13,alpha0.5---w-0-1-1,0.77619
14,alpha0.5---w-0-1-1,0.77466
15,alpha0.5---w-0-1-1,0.76992
16,alpha0.5---w-0-1-1,0.77348
17,alpha0.5---w-0-1-1,0.77787
18,alpha0.5---w-0-1-1,0.77105
19,alpha0.5---w-0-1-1,0.77184
20,alpha0.5---w-0-1-1,0.77031
21,alpha0.5---w-0-1-1,0.77091
22,alpha0.5---w-0-1-1,0.77847
23,alpha0.5---w-0-1-1,0.7746
24,alpha0.5---w-0-1-1,0.77809
25,alpha0.5---w-0-1-1,0.77905
26,alpha0.5---w-0-1-1,0.76905
27,alpha0.5---w-0-1-1,0.77447
28,alpha0.5---w-0-1-1,0.76829
29,alpha0.5---w-0-1-1,0.77572
30,alpha0.5---w-0-1-1,0.76978
1,alpha0.5---w-1-2-0,0.77593
2,alpha0.5---w-1-0-1,0.77054
3,alpha0.5---w-1-0-1,0.77135
4,alpha0.5---w-1-0-1,0.76813
5,alpha0.5---w-1-0-1,0.7763
6,alpha0.5---w-1-0-1,0.76904
7,alpha0.5---w-1-0-1,0.77492
8,alpha0.5---w-1-0-1,0.7689
9,alpha0.5---w-1-0-1,0.77902
10,alpha0.5---w-1-0-1,0.77185
11,alpha0.5---w-1-0-1,0.78048
12,alpha0.5---w-1-0-1,0.77311
13,alpha0.5---w-1-0-1,0.77684
14,alpha0.5---w-1-0-1,0.77482
15,alpha0.5---w-1-0-1,0.76974
16,alpha0.5---w-1-0-1,0.77394
17,alpha0.5---w-1-0-1,0.77781
18,alpha0.5---w-1-0-1,0.7714
19,alpha0.5---w-1-0-1,0.77229
20,alpha0.5---w-1-0-1,0.77044
21,alpha0.5---w-1-0-1,0.77133
22,alpha0.5---w-1-0-1,0.77832
23,alpha0.5---w-1-0-1,0.77472
24,alpha0.5---w-1-0-1,0.77856
25,alpha0.5---w-1-0-1,0.77945
26,alpha0.5---w-1-0-1,0.76918
27,alpha0.5---w-1-0-1,0.77457
28,alpha0.5---w-1-0-1,0.76831
29,alpha0.5---w-1-0-1,0.77582
30,alpha0.5---w-1-0-1,0.77019
1,alpha0.5---w-2-0-1,0.77589
2,alpha0.5---w-1-1-0,0.77012
3,alpha0.5---w-1-1-0,0.77096
4,alpha0.5---w-1-1-0,0.76832
5,alpha0.5---w-1-1-0,0.77637
6,alpha0.5---w-1-1-0,0.76911
7,alpha0.5---w-1-1-0,0.77465
8,alpha0.5---w-1-1-0,0.76945
9,alpha0.5---w-1-1-0,0.77923
10,alpha0.5---w-1-1-0,0.77159
11,alpha0.5---w-1-1-0,0.7801
12,alpha0.5---w-1-1-0,0.77301
13,alpha0.5---w-1-1-0,0.77697
14,alpha0.5---w-1-1-0,0.7747
15,alpha0.5---w-1-1-0,0.76988
16,alpha0.5---w-1-1-0,0.77376
17,alpha0.5---w-1-1-0,0.77827
18,alpha0.5---w-1-1-0,0.77106
19,alpha0.5---w-1-1-0,0.77199
20,alpha0.5---w-1-1-0,0.77028
21,alpha0.5---w-1-1-0,0.77124
22,alpha0.5---w-1-1-0,0.7783
23,alpha0.5---w-1-1-0,0.77521
24,alpha0.5---w-1-1-0,0.77846
25,alpha0.5---w-1-1-0,0.77919
26,alpha0.5---w-1-1-0,0.76918
27,alpha0.5---w-1-1-0,0.77506
28,alpha0.5---w-1-1-0,0.76803
29,alpha0.5---w-1-1-0,0.77563
30,alpha0.5---w-1-1-0,0.77034
1,alpha0.5---w-2-1-0,0.7759
2,alpha0.4---w-0-1-2,0.77489
3,alpha0.4---w-0-1-2,0.77719
4,alpha0.4---w-0-1-2,0.77352
5,alpha0.4---w-0-1-2,0.78004
6,alpha0.4---w-0-1-2,0.77446
7,alpha0.4---w-0-1-2,0.78063
8,alpha0.4---w-0-1-2,0.77482
9,alpha0.4---w-0-1-2,0.78314
10,alpha0.4---w-0-1-2,0.77715
11,alpha0.4---w-0-1-2,0.78627
12,alpha0.4---w-0-1-2,0.77744
13,alpha0.4---w-0-1-2,0.78088
14,alpha0.4---w-0-1-2,0.78054
15,alpha0.4---w-0-1-2,0.77456
16,alpha0.4---w-0-1-2,0.77825
17,alpha0.4---w-0-1-2,0.7817
18,alpha0.4---w-0-1-2,0.77749
19,alpha0.4---w-0-1-2,0.77677
20,alpha0.4---w-0-1-2,0.77602
21,alpha0.4---w-0-1-2,0.77587
22,alpha0.4---w-0-1-2,0.78356
23,alpha0.4---w-0-1-2,0.78011
24,alpha0.4---w-0-1-2,0.78231
25,alpha0.4---w-0-1-2,0.78436
26,alpha0.4---w-0-1-2,0.77484
27,alpha0.4---w-0-1-2,0.77909
28,alpha0.4---w-0-1-2,0.77245
29,alpha0.4---w-0-1-2,0.78189
30,alpha0.4---w-0-1-2,0.77536
1,alpha0.6---w-0-1-1,0.77896
2,alpha0.4---w-0-2-1,0.77385
3,alpha0.4---w-0-2-1,0.77615
4,alpha0.4---w-0-2-1,0.7731
5,alpha0.4---w-0-2-1,0.77949
6,alpha0.4---w-0-2-1,0.77399
7,alpha0.4---w-0-2-1,0.77969
8,alpha0.4---w-0-2-1,0.77454
9,alpha0.4---w-0-2-1,0.78276
10,alpha0.4---w-0-2-1,0.77629
11,alpha0.4---w-0-2-1,0.7853
12,alpha0.4---w-0-2-1,0.77671
13,alpha0.4---w-0-2-1,0.78029
14,alpha0.4---w-0-2-1,0.77965
15,alpha0.4---w-0-2-1,0.77406
16,alpha0.4---w-0-2-1,0.77761
17,alpha0.4---w-0-2-1,0.78146
18,alpha0.4---w-0-2-1,0.77656
19,alpha0.4---w-0-2-1,0.77589
20,alpha0.4---w-0-2-1,0.7751
21,alpha0.4---w-0-2-1,0.77503
22,alpha0.4---w-0-2-1,0.78287
23,alpha0.4---w-0-2-1,0.7798
24,alpha0.4---w-0-2-1,0.78153
25,alpha0.4---w-0-2-1,0.78329
26,alpha0.4---w-0-2-1,0.77434
27,alpha0.4---w-0-2-1,0.7787
28,alpha0.4---w-0-2-1,0.77163
29,alpha0.4---w-0-2-1,0.78109
30,alpha0.4---w-0-2-1,0.77462
1,alpha0.6---w-0-1-2,0.77934
2,alpha0.4---w-1-0-2,0.77524
3,alpha0.4---w-1-0-2,0.77751
4,alpha0.4---w-1-0-2,0.77311
5,alpha0.4---w-1-0-2,0.78017
6,alpha0.4---w-1-0-2,0.77458
7,alpha0.4---w-1-0-2,0.78065
8,alpha0.4---w-1-0-2,0.77456
9,alpha0.4---w-1-0-2,0.78302
10,alpha0.4---w-1-0-2,0.7773
11,alpha0.4---w-1-0-2,0.78656
12,alpha0.4---w-1-0-2,0.77735
13,alpha0.4---w-1-0-2,0.7814
14,alpha0.4---w-1-0-2,0.78067
15,alpha0.4---w-1-0-2,0.77441
16,alpha0.4---w-1-0-2,0.77862
17,alpha0.4---w-1-0-2,0.7817
18,alpha0.4---w-1-0-2,0.77782
19,alpha0.4---w-1-0-2,0.77721
20,alpha0.4---w-1-0-2,0.77616
21,alpha0.4---w-1-0-2,0.77618
22,alpha0.4---w-1-0-2,0.78346
23,alpha0.4---w-1-0-2,0.78019
24,alpha0.4---w-1-0-2,0.78267
25,alpha0.4---w-1-0-2,0.78474
26,alpha0.4---w-1-0-2,0.77495
27,alpha0.4---w-1-0-2,0.77914
28,alpha0.4---w-1-0-2,0.77251
29,alpha0.4---w-1-0-2,0.78195
30,alpha0.4---w-1-0-2,0.77567
1,alpha0.6---w-0-2-1,0.77893
2,alpha0.4---w-1-1-1,0.77298
3,alpha0.4---w-1-1-1,0.77537
4,alpha0.4---w-1-1-1,0.7716
5,alpha0.4---w-1-1-1,0.77849
6,alpha0.4---w-1-1-1,0.77286
7,alpha0.4---w-1-1-1,0.77856
8,alpha0.4---w-1-1-1,0.77311
9,alpha0.4---w-1-1-1,0.78142
10,alpha0.4---w-1-1-1,0.77531
11,alpha0.4---w-1-1-1,0.78447
12,alpha0.4---w-1-1-1,0.77539
13,alpha0.4---w-1-1-1,0.77965
14,alpha0.4---w-1-1-1,0.77873
15,alpha0.4---w-1-1-1,0.77278
16,alpha0.4---w-1-1-1,0.77678
17,alpha0.4---w-1-1-1,0.7802
18,alpha0.4---w-1-1-1,0.77565
19,alpha0.4---w-1-1-1,0.77513
20,alpha0.4---w-1-1-1,0.77413
21,alpha0.4---w-1-1-1,0.77426
22,alpha0.4---w-1-1-1,0.78158
23,alpha0.4---w-1-1-1,0.77878
24,alpha0.4---w-1-1-1,0.78082
25,alpha0.4---w-1-1-1,0.78268
26,alpha0.4---w-1-1-1,0.77322
27,alpha0.4---w-1-1-1,0.7777
28,alpha0.4---w-1-1-1,0.77048
29,alpha0.4---w-1-1-1,0.78008
30,alpha0.4---w-1-1-1,0.77384
1,alpha0.6---w-1-0-1,0.77897
2,alpha0.4---w-1-2-0,0.77399
3,alpha0.4---w-1-2-0,0.77628
4,alpha0.4---w-1-2-0,0.77292
5,alpha0.4---w-1-2-0,0.77975
6,alpha0.4---w-1-2-0,0.77425
7,alpha0.4---w-1-2-0,0.77966
8,alpha0.4---w-1-2-0,0.77484
9,alpha0.4---w-1-2-0,0.78292
10,alpha0.4---w-1-2-0,0.77636
11,alpha0.4---w-1-2-0,0.78543
12,alpha0.4---w-1-2-0,0.77664
13,alpha0.4---w-1-2-0,0.78105
14,alpha0.4---w-1-2-0,0.77981
15,alpha0.4---w-1-2-0,0.77412
16,alpha0.4---w-1-2-0,0.77796
17,alpha0.4---w-1-2-0,0.78197
18,alpha0.4---w-1-2-0,0.7767
19,alpha0.4---w-1-2-0,0.77615
20,alpha0.4---w-1-2-0,0.77528
21,alpha0.4---w-1-2-0,0.77543
22,alpha0.4---w-1-2-0,0.78287
23,alpha0.4---w-1-2-0,0.78039
24,alpha0.4---w-1-2-0,0.78194
25,alpha0.4---w-1-2-0,0.78356
26,alpha0.4---w-1-2-0,0.77457
27,alpha0.4---w-1-2-0,0.77933
28,alpha0.4---w-1-2-0,0.77159
29,alpha0.4---w-1-2-0,0.78114
30,alpha0.4---w-1-2-0,0.77525
1,alpha0.6---w-1-0-2,0.77935
2,alpha0.4---w-2-0-1,0.77447
3,alpha0.4---w-2-0-1,0.77674
4,alpha0.4---w-2-0-1,0.77237
5,alpha0.4---w-2-0-1,0.77978
6,alpha0.4---w-2-0-1,0.77409
7,alpha0.4---w-2-0-1,0.77979
8,alpha0.4---w-2-0-1,0.77389
9,alpha0.4---w-2-0-1,0.78235
10,alpha0.4---w-2-0-1,0.77656
11,alpha0.4---w-2-0-1,0.78571
12,alpha0.4---w-2-0-1,0.77639
13,alpha0.4---w-2-0-1,0.78135
14,alpha0.4---w-2-0-1,0.78001
15,alpha0.4---w-2-0-1,0.77378
16,alpha0.4---w-2-0-1,0.77815
17,alpha0.4---w-2-0-1,0.78116
18,alpha0.4---w-2-0-1,0.7771
19,alpha0.4---w-2-0-1,0.7766
20,alpha0.4---w-2-0-1,0.77536
21,alpha0.4---w-2-0-1,0.77572
22,alpha0.4---w-2-0-1,0.78256
23,alpha0.4---w-2-0-1,0.78002
24,alpha0.4---w-2-0-1,0.78219
25,alpha0.4---w-2-0-1,0.78408
26,alpha0.4---w-2-0-1,0.77446
27,alpha0.4---w-2-0-1,0.77888
28,alpha0.4---w-2-0-1,0.77166
29,alpha0.4---w-2-0-1,0.7813
30,alpha0.4---w-2-0-1,0.77533
1,alpha0.6---w-1-1-0,0.77881
2,alpha0.4---w-2-1-0,0.77425
3,alpha0.4---w-2-1-0,0.77655
4,alpha0.4---w-2-1-0,0.7726
5,alpha0.4---w-2-1-0,0.77992
6,alpha0.4---w-2-1-0,0.77423
7,alpha0.4---w-2-1-0,0.77975
8,alpha0.4---w-2-1-0,0.77446
9,alpha0.4---w-2-1-0,0.78263
10,alpha0.4---w-2-1-0,0.77648
11,alpha0.4---w-2-1-0,0.78554
12,alpha0.4---w-2-1-0,0.7764
13,alpha0.4---w-2-1-0,0.78159
14,alpha0.4---w-2-1-0,0.78004
15,alpha0.4---w-2-1-0,0.77399
16,alpha0.4---w-2-1-0,0.77813
17,alpha0.4---w-2-1-0,0.78167
18,alpha0.4---w-2-1-0,0.77691
19,alpha0.4---w-2-1-0,0.77642
20,alpha0.4---w-2-1-0,0.7754
21,alpha0.4---w-2-1-0,0.7758
22,alpha0.4---w-2-1-0,0.78265
23,alpha0.4---w-2-1-0,0.78054
24,alpha0.4---w-2-1-0,0.78224
25,alpha0.4---w-2-1-0,0.78398
26,alpha0.4---w-2-1-0,0.77457
27,alpha0.4---w-2-1-0,0.77945
28,alpha0.4---w-2-1-0,0.77155
29,alpha0.4---w-2-1-0,0.78129
30,alpha0.4---w-2-1-0,0.77565
1,alpha0.6---w-1-1-1,0.77844
2,alpha0.4---w-0-1-1,0.77396
3,alpha0.4---w-0-1-1,0.77629
4,alpha0.4---w-0-1-1,0.77296
5,alpha0.4---w-0-1-1,0.77939
6,alpha0.4---w-0-1-1,0.77383
7,alpha0.4---w-0-1-1,0.77976
8,alpha0.4---w-0-1-1,0.77428
9,alpha0.4---w-0-1-1,0.78256
10,alpha0.4---w-0-1-1,0.77634
11,alpha0.4---w-0-1-1,0.78541
12,alpha0.4---w-0-1-1,0.77668
13,alpha0.4---w-0-1-1,0.78019
14,alpha0.4---w-0-1-1,0.77972
15,alpha0.4---w-0-1-1,0.77394
16,alpha0.4---w-0-1-1,0.77755
17,alpha0.4---w-0-1-1,0.78117
18,alpha0.4---w-0-1-1,0.77663
19,alpha0.4---w-0-1-1,0.77594
20,alpha0.4---w-0-1-1,0.77516
21,alpha0.4---w-0-1-1,0.77507
22,alpha0.4---w-0-1-1,0.78282
23,alpha0.4---w-0-1-1,0.77958
24,alpha0.4---w-0-1-1,0.78155
25,alpha0.4---w-0-1-1,0.78346
26,alpha0.4---w-0-1-1,0.77421
27,alpha0.4---w-0-1-1,0.77851
28,alpha0.4---w-0-1-1,0.77165
29,alpha0.4---w-0-1-1,0.78112
30,alpha0.4---w-0-1-1,0.77459
1,alpha0.6---w-1-2-0,0.77893
2,alpha0.4---w-1-0-1,0.77446
3,alpha0.4---w-1-0-1,0.77675
4,alpha0.4---w-1-0-1,0.77237
5,alpha0.4---w-1-0-1,0.7796
6,alpha0.4---w-1-0-1,0.77396
7,alpha0.4---w-1-0-1,0.77981
8,alpha0.4---w-1-0-1,0.77384
9,alpha0.4---w-1-0-1,0.78232
10,alpha0.4---w-1-0-1,0.77656
11,alpha0.4---w-1-0-1,0.78578
12,alpha0.4---w-1-0-1,0.77648
13,alpha0.4---w-1-0-1,0.78098
14,alpha0.4---w-1-0-1,0.77995
15,alpha0.4---w-1-0-1,0.77372
16,alpha0.4---w-1-0-1,0.77804
17,alpha0.4---w-1-0-1,0.78106
18,alpha0.4---w-1-0-1,0.77707
19,alpha0.4---w-1-0-1,0.77654
20,alpha0.4---w-1-0-1,0.77537
21,alpha0.4---w-1-0-1,0.77556
22,alpha0.4---w-1-0-1,0.78263
23,alpha0.4---w-1-0-1,0.77972
24,alpha0.4---w-1-0-1,0.78207
25,alpha0.4---w-1-0-1,0.78404
26,alpha0.4---w-1-0-1,0.77434
27,alpha0.4---w-1-0-1,0.77862
28,alpha0.4---w-1-0-1,0.7717
29,alpha0.4---w-1-0-1,0.78125
30,alpha0.4---w-1-0-1,0.77509
1,alpha0.6---w-2-0-1,0.77893
2,alpha0.4---w-1-1-0,0.77383
3,alpha0.4---w-1-1-0,0.77615
4,alpha0.4---w-1-1-0,0.77248
5,alpha0.4---w-1-1-0,0.77955
6,alpha0.4---w-1-1-0,0.77395
7,alpha0.4---w-1-1-0,0.77941
8,alpha0.4---w-1-1-0,0.77437
9,alpha0.4---w-1-1-0,0.78249
10,alpha0.4---w-1-1-0,0.77614
11,alpha0.4---w-1-1-0,0.78522
12,alpha0.4---w-1-1-0,0.77623
13,alpha0.4---w-1-1-0,0.78103
14,alpha0.4---w-1-1-0,0.77965
15,alpha0.4---w-1-1-0,0.77377
16,alpha0.4---w-1-1-0,0.77777
17,alpha0.4---w-1-1-0,0.78154
18,alpha0.4---w-1-1-0,0.77651
19,alpha0.4---w-1-1-0,0.77601
20,alpha0.4---w-1-1-0,0.77507
21,alpha0.4---w-1-1-0,0.77534
22,alpha0.4---w-1-1-0,0.78248
23,alpha0.4---w-1-1-0,0.78019
24,alpha0.4---w-1-1-0,0.78182
25,alpha0.4---w-1-1-0,0.78352
26,alpha0.4---w-1-1-0,0.77428
27,alpha0.4---w-1-1-0,0.77912
28,alpha0.4---w-1-1-0,0.77128
29,alpha0.4---w-1-1-0,0.78094
30,alpha0.4---w-1-1-0,0.77517
1,alpha0.6---w-2-1-0,0.77893
2,alpha0.3---w-0-1-2,0.78527
3,alpha0.3---w-0-1-2,0.78898
4,alpha0.3---w-0-1-2,0.78427
5,alpha0.3---w-0-1-2,0.78981
6,alpha0.3---w-0-1-2,0.78567
7,alpha0.3---w-0-1-2,0.79202
8,alpha0.3---w-0-1-2,0.78653
9,alpha0.3---w-0-1-2,0.79307
10,alpha0.3---w-0-1-2,0.78824
11,alpha0.3---w-0-1-2,0.79775
12,alpha0.3---w-0-1-2,0.78729
13,alpha0.3---w-0-1-2,0.79137
14,alpha0.3---w-0-1-2,0.79206
15,alpha0.3---w-0-1-2,0.7851
16,alpha0.3---w-0-1-2,0.78886
17,alpha0.3---w-0-1-2,0.79132
18,alpha0.3---w-0-1-2,0.78947
19,alpha0.3---w-0-1-2,0.78744
20,alpha0.3---w-0-1-2,0.78742
21,alpha0.3---w-0-1-2,0.78651
22,alpha0.3---w-0-1-2,0.79444
23,alpha0.3---w-0-1-2,0.79136
24,alpha0.3---w-0-1-2,0.79236
25,alpha0.3---w-0-1-2,0.79507
26,alpha0.3---w-0-1-2,0.78634
27,alpha0.3---w-0-1-2,0.78953
28,alpha0.3---w-0-1-2,0.78235
29,alpha0.3---w-0-1-2,0.79359
30,alpha0.3---w-0-1-2,0.78665
1,alpha0.7---w-0-1-1,0.78817
2,alpha0.3---w-0-2-1,0.78385
3,alpha0.3---w-0-2-1,0.78755
4,alpha0.3---w-0-2-1,0.78361
5,alpha0.3---w-0-2-1,0.78896
6,alpha0.3---w-0-2-1,0.78497
7,alpha0.3---w-0-2-1,0.79074
8,alpha0.3---w-0-2-1,0.78599
9,alpha0.3---w-0-2-1,0.79248
10,alpha0.3---w-0-2-1,0.78706
11,alpha0.3---w-0-2-1,0.79645
12,alpha0.3---w-0-2-1,0.78625
13,alpha0.3---w-0-2-1,0.79048
14,alpha0.3---w-0-2-1,0.79079
15,alpha0.3---w-0-2-1,0.78434
16,alpha0.3---w-0-2-1,0.78799
17,alpha0.3---w-0-2-1,0.79088
18,alpha0.3---w-0-2-1,0.78818
19,alpha0.3---w-0-2-1,0.78619
20,alpha0.3---w-0-2-1,0.78614
21,alpha0.3---w-0-2-1,0.78532
22,alpha0.3---w-0-2-1,0.79345
23,alpha0.3---w-0-2-1,0.79078
24,alpha0.3---w-0-2-1,0.79125
25,alpha0.3---w-0-2-1,0.79353
26,alpha0.3---w-0-2-1,0.78564
27,alpha0.3---w-0-2-1,0.78887
28,alpha0.3---w-0-2-1,0.78124
29,alpha0.3---w-0-2-1,0.79249
30,alpha0.3---w-0-2-1,0.78558
1,alpha0.7---w-0-1-2,0.78839
2,alpha0.3---w-1-0-2,0.78568
3,alpha0.3---w-1-0-2,0.78936
4,alpha0.3---w-1-0-2,0.78377
5,alpha0.3---w-1-0-2,0.78999
6,alpha0.3---w-1-0-2,0.78581
7,alpha0.3---w-1-0-2,0.79201
8,alpha0.3---w-1-0-2,0.78619
9,alpha0.3---w-1-0-2,0.79292
10,alpha0.3---w-1-0-2,0.78842
11,alpha0.3---w-1-0-2,0.79807
12,alpha0.3---w-1-0-2,0.78721
13,alpha0.3---w-1-0-2,0.79198
14,alpha0.3---w-1-0-2,0.79223
15,alpha0.3---w-1-0-2,0.78492
16,alpha0.3---w-1-0-2,0.78925
17,alpha0.3---w-1-0-2,0.79131
18,alpha0.3---w-1-0-2,0.78986
19,alpha0.3---w-1-0-2,0.78799
20,alpha0.3---w-1-0-2,0.78763
21,alpha0.3---w-1-0-2,0.78686
22,alpha0.3---w-1-0-2,0.79432
23,alpha0.3---w-1-0-2,0.79144
24,alpha0.3---w-1-0-2,0.79275
25,alpha0.3---w-1-0-2,0.79558
26,alpha0.3---w-1-0-2,0.78646
27,alpha0.3---w-1-0-2,0.78957
28,alpha0.3---w-1-0-2,0.78245
29,alpha0.3---w-1-0-2,0.79367
30,alpha0.3---w-1-0-2,0.78701
1,alpha0.7---w-0-2-1,0.78815
2,alpha0.3---w-1-1-1,0.78262
3,alpha0.3---w-1-1-1,0.78646
4,alpha0.3---w-1-1-1,0.78164
5,alpha0.3---w-1-1-1,0.78763
6,alpha0.3---w-1-1-1,0.78342
7,alpha0.3---w-1-1-1,0.78919
8,alpha0.3---w-1-1-1,0.78407
9,alpha0.3---w-1-1-1,0.79069
10,alpha0.3---w-1-1-1,0.78571
11,alpha0.3---w-1-1-1,0.79525
12,alpha0.3---w-1-1-1,0.78451
13,alpha0.3---w-1-1-1,0.78954
14,alpha0.3---w-1-1-1,0.78955
15,alpha0.3---w-1-1-1,0.78263
